age_band_12mo,task_type,group,cohort_n,confidence_flag,corpus_count,corpora,design_types,age_months_n,age_months_mean,age_months_sd,age_months_median,age_months_q1,age_months_q3,age_months_min,age_months_max,total_utterances_n,total_utterances_mean,total_utterances_sd,total_utterances_median,total_utterances_q1,total_utterances_q3,total_utterances_min,total_utterances_max,mlu_n,mlu_mean,mlu_sd,mlu_median,mlu_q1,mlu_q3,mlu_min,mlu_max,mluw_n,mluw_mean,mluw_sd,mluw_median,mluw_q1,mluw_q3,mluw_min,mluw_max,ttr_n,ttr_mean,ttr_sd,ttr_median,ttr_q1,ttr_q3,ttr_min,ttr_max,total_words_n,total_words_mean,total_words_sd,total_words_median,total_words_q1,total_words_q3,total_words_min,total_words_max,unintelligible_count_n,unintelligible_count_mean,unintelligible_count_sd,unintelligible_count_median,unintelligible_count_q1,unintelligible_count_q3,unintelligible_count_min,unintelligible_count_max,unintelligible_ratio_n,unintelligible_ratio_mean,unintelligible_ratio_sd,unintelligible_ratio_median,unintelligible_ratio_q1,unintelligible_ratio_q3,unintelligible_ratio_min,unintelligible_ratio_max,zero_vocalization_count_n,zero_vocalization_count_mean,zero_vocalization_count_sd,zero_vocalization_count_median,zero_vocalization_count_q1,zero_vocalization_count_q3,zero_vocalization_count_min,zero_vocalization_count_max,nonverbal_vocalization_count_n,nonverbal_vocalization_count_mean,nonverbal_vocalization_count_sd,nonverbal_vocalization_count_median,nonverbal_vocalization_count_q1,nonverbal_vocalization_count_q3,nonverbal_vocalization_count_min,nonverbal_vocalization_count_max,question_ratio_n,question_ratio_mean,question_ratio_sd,question_ratio_median,question_ratio_q1,question_ratio_q3,question_ratio_min,question_ratio_max,echolalia_count_n,echolalia_count_mean,echolalia_count_sd,echolalia_count_median,echolalia_count_q1,echolalia_count_q3,echolalia_count_min,echolalia_count_max,echolalia_ratio_n,echolalia_ratio_mean,echolalia_ratio_sd,echolalia_ratio_median,echolalia_ratio_q1,echolalia_ratio_q3,echolalia_ratio_min,echolalia_ratio_max,pronoun_reversal_count_n,pronoun_reversal_count_mean,pronoun_reversal_count_sd,pronoun_reversal_count_median,pronoun_reversal_count_q1,pronoun_reversal_count_q3,pronoun_reversal_count_min,pronoun_reversal_count_max
108-119,narrative,SLI,15,low_n,2,ENNI;Gillam,cross,15,113.45933333333333,2.88061865048531,114.07,111.35,115.965,109.0,117.73,15,96.13333333333334,45.848923755349034,73.0,65.0,119.0,51,207,15,6.7334000000000005,0.9975847117627944,6.77,6.187,7.205,4.45,8.55,15,6.583266666666666,1.0146780957994699,6.62,6.0489999999999995,7.048500000000001,4.31,8.36,15,0.3910133333333334,0.03823722693671083,0.3857,0.3643,0.4086,0.3343,0.4551,15,628.2,307.81098096071884,511.0,431.0,736.5,294,1260,15,0.5333333333333333,1.3557637102737474,0.0,0.0,0.0,0,5,15,0.0041066666666666665,0.01056844809979664,0.0,0.0,0.0,0.0,0.0379,15,0.0,0.0,0.0,0.0,0.0,0,0,15,0.4,0.8280786712108251,0.0,0.0,0.5,0,3,15,0.01798,0.03205751973295145,0.0,0.0,0.0269,0.0,0.1186,15,0.26666666666666666,0.5936168397046635,0.0,0.0,0.0,0,2,15,0.002746666666666667,0.007861194626288103,0.0,0.0,0.0,0.0,0.0303,15,0.06666666666666667,0.25819888974716115,0.0,0.0,0.0,0,1
108-119,narrative,TD,62,ok,2,ENNI;Gillam,cross,62,113.84629032258064,3.5386610572737074,113.785,111.025,117.1425,108.0,119.83,62,85.45161290322581,28.244063597567493,78.0,67.0,94.0,53,192,62,8.047870967741934,0.9229052396851978,8.2005,7.4345,8.64575,6.202,10.41,62,7.845516129032258,0.8940887428345458,8.023499999999999,7.2335,8.386750000000001,5.809,10.18,62,0.39575967741935475,0.04161208627892141,0.39285000000000003,0.3629,0.42217499999999997,0.3086,0.5114,62,675.9677419354839,258.78891757645135,637.0,516.25,775.75,360,1699,62,0.16129032258064516,0.7723404580775896,0.0,0.0,0.0,0,5,62,0.0028048387096774193,0.013469253723766523,0.0,0.0,0.0,0.0,0.0877,62,0.016129032258064516,0.1270001270001905,0.0,0.0,0.0,0,1,62,0.9032258064516129,2.351906637904972,0.0,0.0,1.0,0,16,62,0.005398387096774194,0.01842305657998528,0.0,0.0,0.0,0.0,0.1268,62,0.08064516129032258,0.2745122110081744,0.0,0.0,0.0,0,1,62,0.0008112903225806451,0.0028257077940370733,0.0,0.0,0.0,0.0,0.0135,62,0.016129032258064516,0.12700012700019053,0.0,0.0,0.0,0,1
108-119,toyplay,ASD,4,low_n,1,Flusberg,long,4,113.0025,2.9030257204050587,112.77000000000001,111.22,114.55250000000001,109.87,116.6,4,378.75,106.77195324615917,352.0,324.5,406.25,281,530,4,1.5425,0.1030776406404415,1.5150000000000001,1.495,1.5625,1.45,1.69,4,1.5750000000000002,0.12767145334803703,1.525,1.49,1.61,1.49,1.76,4,0.420725,0.032706612481270526,0.40859999999999996,0.40145,0.427875,0.3971,0.4686,4,569.5,177.45891543302824,512.0,472.0,609.5,427,827,4,23.5,12.793227374930325,20.0,14.5,29.0,13,41,4,0.061549999999999994,0.025684950197862298,0.0608,0.042050000000000004,0.0803,0.0356,0.089,4,0.0,0.0,0.0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0.0,0,0,4,0.034425,0.01360866758111658,0.0321,0.025224999999999997,0.041299999999999996,0.0214,0.0521,4,12.0,6.928203230275509,10.0,9.0,13.0,6,22,4,0.03055,0.010335214882462128,0.0315,0.024975,0.037075,0.0177,0.0415,4,0.25,0.5,0.0,0.0,0.25,0,1
12-23,toyplay,HL,34,ok,1,Ambrose,long,34,17.820588235294117,3.5591775873141276,18.0,14.0,22.0,13.0,22.7,34,114.38235294117646,45.12945333074913,102.5,82.25,152.0,50,201,34,0.21602941176470591,0.3302148506557252,0.0285,0.0,0.3875,0.0,1.25,34,1.0219411764705884,0.06436681865704193,1.0,1.0,1.018,1.0,1.33,34,0.09208529411764704,0.10957263851216203,0.0339,0.01655,0.1489,0.006,0.4059,34,31.205882352941178,55.38229637915138,2.5,0.0,40.25,0,244,34,15.0,22.636789578565295,3.5,0.0,22.0,0,87,34,0.10579411764705882,0.1441887082982333,0.03505,0.0,0.141025,0.0,0.5305,34,0.11764705882352941,0.40933840799980475,0.0,0.0,0.0,0,2,34,58.470588235294116,48.802157983903925,53.5,4.25,94.0,0,159,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.20588235294117646,0.5918339122415548,0.0,0.0,0.0,0,2,34,0.0014029411764705884,0.004295909632684621,0.0,0.0,0.0,0.0,0.0204,34,0.0,0.0,0.0,0.0,0.0,0,0
12-23,toyplay,NH,51,ok,1,Ambrose,long,51,17.58823529411765,3.667023155575843,18.0,13.0,22.0,13.0,22.0,51,167.88235294117646,66.58007121018227,153.0,126.5,200.0,54,408,51,0.49054901960784314,0.5673091683985194,0.19,0.0615,0.79,0.0,2.13,51,1.1233529411764704,0.24029596946510873,1.01,1.0,1.115,1.0,2.08,51,0.14144509803921568,0.11799783949501023,0.0876,0.03745,0.2669,0.0043,0.3853,51,96.15686274509804,132.161926824486,29.0,7.0,139.0,0,519,51,24.07843137254902,19.995842705177395,19.0,8.0,38.5,1,80,51,0.1391509803921569,0.09853542788773796,0.1121,0.05405,0.20584999999999998,0.0059,0.3831,51,0.11764705882352941,0.5881176352917641,0.0,0.0,0.0,0,4,51,70.29411764705883,63.56266014497728,61.0,6.0,110.0,0,260,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,2.823529411764706,5.391496572763229,0.0,0.0,2.5,0,20,51,0.012854901960784313,0.022978993134821987,0.0,0.0,0.0133,0.0,0.0726,51,0.0,0.0,0.0,0.0,0.0,0,0
12-23,toyplay,TD,3,low_n,1,Nadig,cross,3,21.689999999999998,1.6985876486069242,20.97,20.72,22.299999999999997,20.47,23.63,3,91.0,49.72926703662542,74.0,63.0,110.5,52,147,3,0.467,0.24251391712641976,0.37,0.32899999999999996,0.5565,0.288,0.743,3,1.053,0.08328865468957942,1.01,1.005,1.0795,1.0,1.149,3,0.22729999999999997,0.05456436566111623,0.2471,0.20634999999999998,0.25815,0.1656,0.2692,3,41.0,22.869193252058544,50.0,32.5,54.0,15,58,3,7.666666666666667,9.865765724632494,3.0,2.0,11.0,1,19,3,0.10709999999999997,0.13211839387458507,0.0577,0.03225,0.15725,0.0068,0.2568,3,1.0,1.0,1.0,0.5,1.5,0,2,3,19.0,8.54400374531753,20.0,15.0,23.5,10,27,3,0.08660000000000001,0.018649128665972573,0.0769,0.07585,0.0925,0.0748,0.1081,3,1.0,1.7320508075688772,0.0,0.0,1.5,0,3,3,0.0135,0.023382685902179845,0.0,0.0,0.02025,0.0,0.0405,3,0.0,0.0,0.0,0.0,0.0,0,0
120-131,narrative,SLI,4,low_n,1,Gillam,cross,4,122.5,3.1091263510296048,121.5,120.75,123.25,120.0,127.0,4,72.25,13.720422734012244,71.5,62.5,81.25,58,88,4,8.176,1.3534494203084704,8.598,7.665500000000001,9.108500000000001,6.281,9.227,4,7.909500000000001,1.258550886270926,8.367,7.5085,8.768,6.109,8.795,4,0.44999999999999996,0.0350377891235544,0.4457,0.427125,0.468575,0.4143,0.4943,4,572.5,162.32580406905942,566.0,474.25,664.25,391,767,4,0.5,1.0,0.0,0.0,0.5,0,2,4,0.008625,0.01725,0.0,0.0,0.008625,0.0,0.0345,4,0.0,0.0,0.0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0.0,0,0,4,0.024875,0.013323006417471996,0.025050000000000003,0.01455,0.035375000000000004,0.0114,0.038,4,0.0,0.0,0.0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0
120-131,narrative,TD,17,low_n,1,Gillam,cross,17,126.05882352941177,3.418160840190491,126.0,123.0,129.0,120.0,131.0,17,72.88235294117646,34.294464482152904,62.0,56.0,72.0,51,186,17,9.305882352941177,1.228102646481196,9.418,8.242,9.607,7.765,11.938,17,9.077294117647059,1.2412251893142658,9.09,8.016,9.459,7.569,11.797,17,0.45428823529411766,0.034509923977620933,0.4571,0.44,0.4629,0.3571,0.5171,17,648.5882352941177,257.57888568929945,587.0,497.0,691.0,386,1354,17,0.11764705882352941,0.3321055820775357,0.0,0.0,0.0,0,1,17,0.0011823529411764705,0.0037205905603340792,0.0,0.0,0.0,0.0,0.0147,17,0.0,0.0,0.0,0.0,0.0,0,0,17,0.0,0.0,0.0,0.0,0.0,0,0,17,0.029270588235294114,0.03461487694449242,0.0169,0.0,0.0417,0.0,0.1139,17,0.058823529411764705,0.242535625036333,0.0,0.0,0.0,0,1,17,0.00031764705882352944,0.0013096923751961982,0.0,0.0,0.0,0.0,0.0054,17,0.058823529411764705,0.242535625036333,0.0,0.0,0.0,0,1
132-143,narrative,TD,17,low_n,1,Gillam,cross,17,137.35294117647058,2.343639703287075,138.0,137.0,139.0,132.0,142.0,17,60.705882352941174,8.730440323104792,59.0,53.0,68.0,50,77,17,8.678294117647058,1.3918696402997788,8.729,7.557,9.882,5.946,11.232,17,8.43258823529412,1.4104903428782987,8.549,7.229,9.51,5.432,11.054,17,0.4621882352941177,0.030425048939010383,0.4686,0.4514,0.4771,0.4029,0.5143,17,505.2352941176471,87.18194294961881,506.0,458.0,535.0,371,738,17,0.35294117647058826,0.701888209634219,0.0,0.0,0.0,0,2,17,0.005758823529411765,0.011461787536392907,0.0,0.0,0.0,0.0,0.0357,17,0.0,0.0,0.0,0.0,0.0,0,0,17,0.35294117647058826,0.6063390625908325,0.0,0.0,1.0,0,2,17,0.029958823529411763,0.033062177386394435,0.0192,0.0,0.039,0.0,0.125,17,0.058823529411764705,0.242535625036333,0.0,0.0,0.0,0,1,17,0.0007941176470588235,0.003274230937990495,0.0,0.0,0.0,0.0,0.0135,17,0.058823529411764705,0.242535625036333,0.0,0.0,0.0,0,1
24-35,toyplay,ASD,10,low_n,1,Rollins,long,10,32.0,2.9814239699997196,32.0,30.5,34.75,26.0,35.0,10,191.7,94.65029201105392,177.0,144.75,218.75,61,411,10,0.163,0.28550345395848054,0.045,0.0,0.19,0.0,0.91,10,1.0586,0.125705299101598,1.0,1.0,1.052,1.0,1.4,10,0.05886,0.0648893280046025,0.0272,0.0134,0.09290000000000001,0.0049,0.1705,10,42.0,95.0789145920377,10.0,1.75,26.0,0,310,10,56.0,19.40217628114033,58.5,47.5,72.0,25,79,10,0.31806999999999996,0.09659550311594335,0.3074,0.269575,0.394025,0.18,0.4483,10,94.6,38.16979608713326,101.0,86.0,119.5,23,141,10,3.2,6.0882400303098,0.5,0.0,2.5,0,19,10,0.00086,0.002719558787744806,0.0,0.0,0.0,0.0,0.0086,10,2.8,8.508818954473059,0.0,0.0,0.0,0,27,10,0.006959999999999999,0.020675492738989314,0.0,0.0,0.0,0.0,0.0657,10,0.0,0.0,0.0,0.0,0.0,0,0
24-35,toyplay,HL,19,low_n,1,Ambrose,long,19,27.342105263157894,1.6320082344133506,27.0,27.0,27.0,26.0,34.0,19,233.42105263157896,104.06745450773407,241.0,160.0,309.0,63,391,19,1.1159999999999999,0.8102282943028396,0.87,0.5345,1.43,0.016,2.76,19,1.4262105263157894,0.5393435906469362,1.15,1.046,1.6,1.0,2.62,19,0.2326368421052632,0.07738704464161023,0.2543,0.20145,0.2955,0.0317,0.3657,19,299.94736842105266,255.9247879280618,204.0,77.0,542.5,1,818,19,65.42105263157895,47.83457116804131,60.0,26.5,88.5,1,186,19,0.2742894736842105,0.15336946999805856,0.2737,0.15685,0.35905,0.0159,0.5432,19,0.3684210526315789,1.382852378872881,0.0,0.0,0.0,0,6,19,15.894736842105264,24.81911167011356,3.0,1.0,18.5,0,81,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,6.315789473684211,6.455425208294419,3.0,0.5,13.0,0,17,19,0.022136842105263156,0.021610008240173135,0.0132,0.0024,0.036,0.0,0.072,19,0.0,0.0,0.0,0.0,0.0,0,0
24-35,toyplay,LT,95,ok,1,EllisWeismer,long,95,30.0,0.0,30.0,30.0,30.0,30.0,30.0,95,125.51578947368421,45.271489115818994,120.0,88.5,157.5,51,253,95,1.4402,0.5343800265409978,1.46,1.025,1.7885,0.404,2.94,95,1.5948210526315794,0.412532525576414,1.561,1.225,1.851,1.0,2.82,95,0.34093894736842106,0.0812709734563316,0.3251,0.2863,0.384,0.1643,0.5588,95,177.2736842105263,88.9768607387364,166.0,111.0,254.5,23,405,95,27.13684210526316,17.16478986758091,23.0,13.5,38.5,3,82,95,0.21714210526315791,0.11505637524658258,0.2188,0.128,0.2667,0.031,0.6842,95,0.25263157894736843,1.020725868679814,0.0,0.0,0.0,0,7,95,3.294736842105263,4.392628458046131,2.0,1.0,4.0,0,23,95,0.0023399999999999996,0.007267698866113718,0.0,0.0,0.0,0.0,0.0523,95,4.08421052631579,4.163323033180517,3.0,1.0,6.0,0,21,95,0.031046315789473686,0.026777852115914175,0.0242,0.0114,0.046700000000000005,0.0,0.1257,95,0.010526315789473684,0.10259783520851541,0.0,0.0,0.0,0,1
24-35,toyplay,NH,16,low_n,1,Ambrose,long,16,27.0,0.0,27.0,27.0,27.0,27.0,27.0,16,297.5625,81.30844052126446,306.5,252.75,333.5,156,509,16,1.9187500000000002,1.0948112470497673,1.7850000000000001,1.1125,2.7750000000000004,0.43,3.8,16,2.035625,0.8177038481830284,1.94,1.39,2.6125,1.03,3.65,16,0.2923125,0.06801791798244539,0.29845,0.236425,0.35782499999999995,0.1714,0.3886,16,514.875,291.20802988012997,439.0,310.0,668.25,107,1061,16,56.0,39.62995500039501,56.0,25.5,71.0,6,153,16,0.18093125,0.10415385874592774,0.1954,0.091825,0.26027500000000003,0.0277,0.3489,16,0.0625,0.25,0.0,0.0,0.0,0,1,16,32.875,39.10136400007891,19.0,8.25,37.5,0,147,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,9.1875,4.901955392153897,9.0,4.75,13.25,1,17,16,0.03131875,0.01568579904457107,0.0311,0.02355,0.040825,0.0031,0.0669,16,0.5,1.505545305418162,0.0,0.0,0.0,0,6
24-35,toyplay,TD,143,ok,3,Eigsti;EllisWeismer;Nadig,cross;long,143,30.08328671328671,0.9389248992929952,30.0,30.0,30.0,26.1,34.43,143,129.74125874125875,43.653035531111335,127.0,94.5,156.5,51,262,143,2.541741258741259,0.7291985346968534,2.61,1.9675,2.98,1.06,5.987,143,2.463223776223776,0.6271679068434323,2.45,1.9805000000000001,2.825,1.29,5.908,143,0.3691293706293706,0.06018264668720677,0.3684,0.3322,0.40490000000000004,0.2229,0.5772,143,308.6363636363636,138.47807298104237,275.0,210.5,400.0,62,769,143,17.79020979020979,11.553825747011153,15.0,9.5,24.0,0,60,143,0.13930279720279723,0.08199661530635287,0.1176,0.08360000000000001,0.1815,0.0,0.4342,143,0.8671328671328671,2.255627585876194,0.0,0.0,1.0,0,17,143,1.7972027972027973,2.7387656327217993,1.0,0.0,2.0,0,13,143,0.021316083916083913,0.03753070414434524,0.0079,0.0,0.0247,0.0,0.2387,143,3.972027972027972,3.690383498419811,3.0,2.0,5.0,0,28,143,0.02882167832167833,0.020906243220964026,0.0241,0.01315,0.041999999999999996,0.0,0.1261,143,0.09090909090909091,0.31194733460098784,0.0,0.0,0.0,0,2
36-47,toyplay,ASD,33,ok,5,Eigsti;Flusberg;NYU-Emerson;Nadig;Rollins,cross;long,33,41.665454545454544,3.5489964170426855,41.0,39.0,45.0,36.0,47.63,33,179.93939393939394,75.08534285811854,183.0,119.0,240.0,71,386,33,1.1072121212121213,0.8935148556954634,1.08,0.38,1.61,0.01,3.75,33,1.5169393939393938,0.5855307389131003,1.254,1.11,1.85,1.0,3.58,33,0.29025757575757577,0.16117633982362112,0.3084,0.1546,0.42,0.0124,0.6598,33,213.21212121212122,206.31843676338005,146.0,59.0,315.0,1,746,33,32.303030303030305,35.36902321283842,18.0,8.0,58.0,0,139,33,0.16419999999999996,0.14093767904644947,0.1048,0.0541,0.278,0.0,0.4394,33,25.87878787878788,46.215363770989065,0.0,0.0,35.0,0,160,33,22.333333333333332,35.41686274455527,4.0,0.0,29.0,0,131,33,0.014227272727272727,0.023545703864071368,0.0048,0.0,0.0136,0.0,0.1099,33,7.212121212121212,10.52306269509255,4.0,0.0,8.0,0,51,33,0.03596666666666667,0.048665013527858667,0.018,0.0,0.0364,0.0,0.1809,33,0.0,0.0,0.0,0.0,0.0,0,0
36-47,toyplay,DD,3,low_n,1,Eigsti,cross,3,43.81,4.313965692955845,46.2,42.515,46.3,38.83,46.4,3,123.0,37.0,130.0,106.5,143.0,83,156,3,2.906333333333333,0.99631337105016,2.699,2.3644999999999996,3.3445,2.03,3.99,3,2.762333333333333,0.9969134031265369,2.627,2.2335,3.2234999999999996,1.84,3.82,3,0.41609999999999997,0.024815116360799132,0.4171,0.40395000000000003,0.42875,0.3908,0.4404,3,350.6666666666667,220.30282189144407,244.0,224.0,424.0,204,604,3,8.333333333333334,6.027713773341708,9.0,5.5,11.5,2,14,3,0.08059999999999999,0.07917404877862443,0.0577,0.03655,0.1132,0.0154,0.1687,3,0.0,0.0,0.0,0.0,0.0,0,0,3,4.0,2.6457513110645907,5.0,3.0,5.5,1,6,3,0.16706666666666667,0.013453747928861066,0.1667,0.16025,0.1737,0.1538,0.1807,3,3.6666666666666665,3.785938897200183,2.0,1.5,5.0,1,8,3,0.0394,0.049568134925574915,0.0154,0.0109,0.0559,0.0064,0.0964,3,0.3333333333333333,0.5773502691896258,0.0,0.0,0.5,0,1
36-47,toyplay,HL,16,low_n,1,Ambrose,long,16,36.0,0.0,36.0,36.0,36.0,36.0,36.0,16,196.8125,78.22294526970119,187.0,140.0,261.5,73,329,16,1.774875,1.4604499706140799,1.33,0.831,2.1950000000000003,0.28,5.7,16,1.9575625,1.2262971346700604,1.4700000000000002,1.1755,2.155,1.02,5.53,16,0.28384375,0.08573246735241752,0.2857,0.22287500000000002,0.3438,0.1007,0.4171,16,341.3125,289.03280523151693,334.0,131.25,413.75,28,1101,16,53.6875,35.33028681834704,46.5,24.5,68.5,11,132,16,0.28669374999999997,0.16144002175730776,0.303,0.16060000000000002,0.343825,0.0588,0.6842,16,0.5625,1.3647344063956182,0.0,0.0,0.0,0,5,16,8.4375,18.26095561573928,2.5,0.0,6.0,0,74,16,0.00025,0.001,0.0,0.0,0.0,0.0,0.004,16,3.5625,4.081972562377166,2.0,1.0,5.0,0,16,16,0.01635,0.013051692099749622,0.014750000000000001,0.00725,0.023675,0.0,0.0486,16,0.1875,0.5439056290693574,0.0,0.0,0.0,0,2
36-47,toyplay,LT,76,ok,1,EllisWeismer,long,76,42.0,0.0,42.0,42.0,42.0,42.0,42.0,76,123.76315789473684,34.35340581700846,121.0,101.5,145.75,51,232,76,2.7240921052631575,0.6271536372666925,2.6944999999999997,2.275,3.0225,1.14,4.33,76,2.6553026315789476,0.5538482829496864,2.5549999999999997,2.2405,2.92,1.42,4.09,76,0.3903749999999999,0.058967944116556516,0.3822,0.3543,0.42874999999999996,0.2723,0.5435,76,319.57894736842104,122.35873630794488,286.5,235.5,381.5,100,702,76,17.86842105263158,15.237096928451217,13.5,8.0,24.25,0,75,76,0.14331973684210528,0.10636434116718735,0.1194,0.0669,0.19755,0.0,0.5,76,0.05263157894736842,0.27783625115549687,0.0,0.0,0.0,0,2,76,1.0394736842105263,2.1813805382444347,0.0,0.0,1.0,0,10,76,0.005068421052631579,0.013203971226125528,0.0,0.0,0.0,0.0,0.0641,76,2.1842105263157894,2.089405186910313,2.0,0.75,3.0,0,9,76,0.016798684210526316,0.014047429121098307,0.016649999999999998,0.00405,0.026350000000000002,0.0,0.049,76,0.06578947368421052,0.2495610180985523,0.0,0.0,0.0,0,1
36-47,toyplay,NH,18,low_n,1,Ambrose,long,18,36.0,0.0,36.0,36.0,36.0,36.0,36.0,18,186.88888888888889,65.51325765144469,193.0,136.5,240.75,64,296,18,2.7906666666666666,0.7492673284027301,2.8735,2.1775,3.07,1.37,4.375,18,2.692277777777778,0.6483804080898583,2.785,2.1574999999999998,2.9217500000000003,1.51,3.984,18,0.36205000000000004,0.050844506325948446,0.3624,0.33275,0.400225,0.2829,0.4571,18,484.8333333333333,197.85652853103673,446.0,341.75,617.0,218,810,18,19.666666666666668,20.352771165559915,8.5,7.25,31.5,4,79,18,0.09791111111111112,0.07895497517303873,0.0674,0.03595,0.15425,0.0208,0.3198,18,0.05555555555555555,0.23570226039551584,0.0,0.0,0.0,0,1,18,3.8333333333333335,6.002450479987809,2.0,0.25,4.0,0,25,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,3.611111111111111,3.8215932755067867,3.0,1.25,4.5,0,16,18,0.017294444444444446,0.014167961878507778,0.0143,0.008225,0.023125,0.0,0.0541,18,0.1111111111111111,0.3233808333817773,0.0,0.0,0.0,0,1
36-47,toyplay,TD,84,ok,3,Eigsti;EllisWeismer;Nadig,cross;long,84,41.90428571428571,1.8228907836044606,42.0,42.0,42.0,36.2,47.6,84,141.10714285714286,39.335448881719074,139.0,112.75,166.25,62,234,84,3.478595238095239,0.8345983973123411,3.355,2.995,4.0075,0.9,5.84,84,3.323595238095238,0.7282269790313315,3.2199999999999998,2.9090000000000003,3.735,1.37,5.7,84,0.3825464285714285,0.047926234600632216,0.3857,0.3466,0.41145,0.2657,0.5211,84,464.73809523809524,174.1222475316833,453.0,339.5,568.75,135,1042,84,10.380952380952381,8.085245765098453,9.0,4.0,15.5,0,44,84,0.07812738095238095,0.06324616727506623,0.0601,0.028749999999999998,0.107325,0.0,0.2906,84,0.32142857142857145,1.2336713186855452,0.0,0.0,0.0,0,8,84,2.75,6.592940730044486,1.0,0.0,3.0,0,50,84,0.029230952380952375,0.06388946775993917,0.00485,0.0,0.022425,0.0,0.3619,84,2.1785714285714284,2.089334443434855,1.0,1.0,4.0,0,8,84,0.014544047619047616,0.012393141818856243,0.012549999999999999,0.0049,0.023350000000000003,0.0,0.0468,84,0.13095238095238096,0.40418777411155166,0.0,0.0,0.0,0,2
48-59,narrative,SLI,11,low_n,1,ENNI,cross,11,55.37272727272727,2.493531996622825,56.1,54.400000000000006,56.915,50.13,58.87,11,85.0,31.71750305430741,73.0,63.0,98.5,58,168,11,4.127090909090909,0.967125064771403,4.194,3.337,4.5955,2.873,5.736,11,4.069,0.9640223026465727,4.177,3.3155,4.5305,2.759,5.597,11,0.3224090909090909,0.05648234156876739,0.2955,0.2872,0.35350000000000004,0.2514,0.422,11,352.72727272727275,177.4103102466657,283.0,231.5,426.0,211,781,11,3.272727272727273,3.7971281013657965,2.0,1.0,4.5,0,13,11,0.04220909090909091,0.04318618886971747,0.0206,0.00935,0.0748,0.0,0.13,11,0.0,0.0,0.0,0.0,0.0,0,0,11,0.5454545454545454,1.0357254813546264,0.0,0.0,0.5,0,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4.636363636363637,5.818465902155435,2.0,1.0,6.0,0,17,11,0.06016363636363638,0.08020719759132933,0.0278,0.01015,0.0799,0.0,0.2414,11,0.0,0.0,0.0,0.0,0.0,0,0
48-59,narrative,TD,45,ok,1,ENNI,cross,45,55.461555555555556,2.8594094714210705,55.87,53.67,57.9,48.4,59.6,45,89.4888888888889,27.052660953156984,83.0,68.0,106.0,57,198,45,5.9472,0.8581546957385842,5.96,5.475,6.59,4.059,7.451,45,5.7185999999999995,0.8578363215354399,5.76,5.263,6.298,3.917,7.098,45,0.3622600000000001,0.04072351007375559,0.3686,0.3371,0.3857,0.2145,0.4314,45,518.1555555555556,202.79814813969304,487.0,362.0,583.0,275,1328,45,1.2444444444444445,1.4794894014114763,1.0,0.0,2.0,0,6,45,0.013255555555555559,0.015213309895607789,0.0093,0.0,0.0227,0.0,0.0566,45,0.0,0.0,0.0,0.0,0.0,0,0,45,1.6666666666666667,3.4311408121392035,1.0,0.0,2.0,0,20,45,0.0006555555555555556,0.002487016792314142,0.0,0.0,0.0,0.0,0.0108,45,0.9111111111111111,2.419825521717538,0.0,0.0,1.0,0,14,45,0.010493333333333335,0.03264456936598964,0.0,0.0,0.009,0.0,0.2059,45,0.022222222222222223,0.14907119849998599,0.0,0.0,0.0,0,1
